0,1,2,3
Mutti Leonardo,Hasanov Hilal,3:0,1:0
Wang Zengyi,Mutti Leonardo,2:3,0:1
Hindersson Mikkel,Hasanov Hilal,3:1,1:0
Pucar Tomislav,Habesohn Dominik,3:0,2:0
He Zhiwen,Habesohn Dominik,3:0,1:0
He Zhiwen,Pucar Tomislav,3:2,1:0
Kulpa Konrad,Zibrat Jan,1:3,0:2
Geraldo Joao,Jafarzade Jafar,3:0,1:0
Geraldo Joao,Zibrat Jan,3:1,1:0
Kulpa Konrad,Jafarzade Jafar,3:0,1:0
Geraldo Joao,Kulpa Konrad,3:0,2:0
Zibrat Jan,Jafarzade Jafar,3:0,1:0
Kallberg Anton,Davidovitz Ron,3:0,1:0
Zeljko Filip,Davidovitz Ron,3:0,1:0
Kallberg Anton,Zeljko Filip,3:2,4:2
Chen Diogo,Jorgic Darko,1:3,0:2
Hachard Antoine,De Boer Michel,3:0,1:0
Hachard Antoine,Jorgic Darko,2:3,0:2
Chen Diogo,De Boer Michel,3:2,1:0
Hachard Antoine,Chen Diogo,3:2,1:0
Jorgic Darko,De Boer Michel,3:2,1:0
Lakatos Tamas,Jean Lauric,3:1,3:2
Li Ahmet,Baldacchino Edward,3:0,1:0
Li Ahmet,Jean Lauric,3:1,2:0
Lakatos Tamas,Baldacchino Edward,3:0,1:0
Li Ahmet,Lakatos Tamas,3:0,1:0
Jean Lauric,Baldacchino Edward,3:1,1:0
Cantero Jesus,Golovanov Stanislav,2:3,1:1
Moumjoghlian Avo,Tun Swan Pyae,4:2,1:0
Yakubov Davut,Ro Hyon Song,0:4,0:1
Al-Mahaqeri Taha,Saun Deep,3:4,0:1
Karimov Anvar,Walizada Wahidullah,4:0,1:0
Khudaiberdiev Zhasur,Shiuree Ibrahim,4:0,1:0
Al-Ghamdi Akram,Wang Chun,4:3,1:0
Mosangsinh Sonpasith,Jayasingha Nirmala,0:4,0:1
Saif Ibrahim,Naseem Mohamed,4:2,2:0
San Kyaw,Ramadhan Gilang,0:4,0:1
Bu Shulaybi Abdulaziz,Levchenko Gennadiy,4:1,2:0
Gothe Shiva,Enkhbat Lkhagvasuren,1:4,0:2
Rameez Muhammad,Almohaiseni Abdulla,4:2,1:0
Syed Mahmuduzzaman,Wongsiri Nikom,0:4,0:1
Oliyavong Phonepaseud,Gaipov Eldiiarbek,4:0,1:0
Al-Naggar Abdulrahman,El Habech Mohamad,4:1,1:0
Valle Rodel,Khateeb Omar,4:1,1:0
Mushfiq Hujatullah,Al-Rayami Sultan,0:4,0:1
Sarsembayev Dias,Lei Man Kei,4:0,1:0
Alkhadrawi Ali,Sirisena Rohan,4:0,1:0
Gonzales Richard,Al Kharusi Al Julanda,4:0,1:0
Ahmed Md Javed,Alamiyan Noshad,0:4,0:1
Ho Kwan Kit,Ro Hyon Song,4:3,1:0
Qureshi Asim,Shetty Sanil,0:4,0:2
Wang Li Chung-Yi,Mirzokhidov Mirakbar,4:0,1:0
Saun Deep,Gao Ning,0:4,0:1
Yoshimura Maharu,Karimov Anvar,4:0,1:0
Albalooshi Abdulla,Kelbuganov Timur,0:4,0:2
Che Chi Pan,Choe Il,0:4,0:1
Kim Minhyeok,Aji Donny,4:1,1:0
Phathaphone Thavisack,Desai Harmeet,2:4,0:1
Chaitat Chaisit,Abdulwahhab Mohammed,4:3,1:0
Khudaiberdiev Zhasur,Chuang Chih-Yuan,0:4,0:1
Fang Bo,Al-Ghamdi Akram,4:0,1:0
Hein Zin Min,Santoso Ficky,0:4,0:1
Udomsilp Chanakarn,Kholikov Elmurod,4:0,1:0
Kuzmenko Denis,Ghosh Soumyajit,0:4,0:1
Liao Cheng-Ting,Jami Abdul,4:0,1:0
Bajracharya Purshottam,Al-Mohannadi Ahmad,0:4,0:1
Ibrahim Muhd Shakirin,Hamie Mohamad,4:1,1:0
Al-Dhubhani Muneer,Morizono Masataka,0:4,0:1
Lee Sangsu,Jayasingha Nirmala,4:0,1:0
Rahim Abdul,Pang Xue Jie,1:4,0:1
Le Tien Dat,Alraisi Asad,4:0,1:0
Parag Masud Rana,Jiang Tianyi,0:4,0:1
Pak Sin Hyok,Batkhishig Bilegt,4:0,1:0
Ergeshov Azamat,Lotfijanabadi Miad,0:4,0:1
Al-Abbad Abdulaziz,Zholudev Denis,2:3,2:1
Saif Ibrahim,Fan Zhendong,0:4,0:1
Zhang Jike,Ramadhan Gilang,4:0,1:0
Chang Hoi Wa,Gerassimenko Kirill,0:4,0:2
Chew Zhe Yu Clarence,Seronio Isaias,4:0,1:0
Ali Omar,Kang Wi Hun,0:4,0:1
Jang Woojin,Bu Shulaybi Abdulaziz,4:0,1:0
Chalhoub Youssef,Ng Pak Nam,1:4,0:1
Tanviriyavechakul Padasak,Iakupbaev Alisher,4:0,1:0
Enkhbat Lkhagvasuren,Muramatsu Yuto,0:4,0:1
Wong Chun Ting,Rameez Muhammad,4:0,1:0
Ahmedov Rashid,Tran Tuan Quynh,1:4,0:1
Almughanne Fahed,Mohammadian Hussain,4:0,1:0
Al Qarani Said,Achanta Sharath Kamal,0:4,0:1
Chiang Hung-Chieh,Choong Javen,4:1,1:0
Kongphet Phinith,Noroozi Afshin,0:4,0:1
Maulana Gilang,Lim Zheng Jie Edric,3:4,0:1
Wongsiri Nikom,Niwa Koki,0:4,0:1
Jeoung Youngsik,Oliyavong Phonepaseud,4:0,1:0
Ali Syed Shujat,Kenjaev Zokhid,0:4,0:1
Yadmaa Begz,Oo Soe Min,4:2,1:0
Paleba Donald Jachson,Yang Zi,1:4,0:1
Gnanasekaran Sathiyan,Albalushi Salah,4:0,1:0
Ranasingha Imesh,Haiqal Muhamad Ashraf,2:4,0:1
Omrani Seyed Pourya,Nguyen Anh Tu,0:4,0:1
Al-Naggar Abdulrahman,Oshima Yuya,0:4,0:1
Li Ping,Valle Rodel,4:0,1:0
Malla Amar,Alamian Nima,0:4,0:1
Ri Kwang Won,Ahmed Moosa,4:0,1:0
Al-Rayami Sultan,Lee Chia-Sheng,0:4,0:1
Cho Seungmin,Duong Van Nam (1988),4:0,1:0
Passara Pattaratorn,Lam Siu Hang,0:4,0:1
Al-Jadai Naif,Chowdhury Manash,4:0,1:0
Sarsembayev Dias,Xu Xin,0:4,0:1
Moumjoghlian Avo,Alkhadrawi Ali,1:4,0:1
Gonzales Richard,Alamiyan Noshad,4:0,1:0
Ho Kwan Kit,Shetty Sanil,4:0,1:0
Wang Li Chung-Yi,Gao Ning,4:3,1:0
Yoshimura Maharu,Kelbuganov Timur,4:0,1:0
Lam Chee Yin,Choe Il,0:4,0:1
Kim Minhyeok,Desai Harmeet,4:2,1:0
Chaitat Chaisit,Chuang Chih-Yuan,0:4,0:1
Fang Bo,Santoso Ficky,4:0,1:0
Udomsilp Chanakarn,Ghosh Soumyajit,0:4,0:1
Liao Cheng-Ting,Al-Mohannadi Ahmad,4:0,1:0
Ibrahim Muhd Shakirin,Morizono Masataka,2:4,0:1
Lee Sangsu,Pang Xue Jie,4:0,3:0
Le Tien Dat,Jiang Tianyi,3:4,0:1
Pak Sin Hyok,Lotfijanabadi Miad,4:0,2:0
Zholudev Denis,Fan Zhendong,0:4,0:1
Zhang Jike,Gerassimenko Kirill,4:2,1:0
Chew Zhe Yu Clarence,Kang Wi Hun,4:1,1:0
Jang Woojin,Ng Pak Nam,4:1,4:0
Tanviriyavechakul Padasak,Muramatsu Yuto,0:4,0:4
Lillo Gustavo,Fuquene Mario,0:4,0:1
Alto Gaston,Fuquene Mario,4:1,1:0
Alto Gaston,Lillo Gustavo,4:0,1:0
Fonseca Guillermo,Roman Sebastian,0:4,0:1
Gilabert Rodrigo,Roman Sebastian,4:1,2:0
Gilabert Rodrigo,Fonseca Guillermo,4:0,1:0
Bernales Mauricio,Velasquez Fernando (1994),4:2,1:0
Cifuentes Horacio,Velasquez Fernando (1994),4:0,1:0
Cifuentes Horacio,Bernales Mauricio,4:1,2:0
Titolo Franco,Guedes Di Braz Heverton,1:4,1:1
Lamadrid Juan,Guedes Di Braz Heverton,4:0,1:0
Lamadrid Juan,Titolo Franco,4:1,2:0
Sanchi Francisco,Lara Nicolas,4:0,2:0
Gomez Gustavo,Lara Nicolas,4:0,1:0
Gomez Gustavo,Sanchi Francisco,2:4,0:3
Galvano Nicolas,Riback Ignacio,4:0,1:0
Moya Manuel,Riback Ignacio,4:1,2:0
Moya Manuel,Galvano Nicolas,4:3,1:2
Olave Alfonso,Fagua Ricardo,4:2,1:0
Daher Juan,Fagua Ricardo,4:2,1:0
Daher Juan,Olave Alfonso,4:2,2:0
Cillis Javier,Schaible Rene,1:4,0:1
Fernandez Marcelo,Fernandez Favert,4:0,2:0
Cillis Javier,Fernandez Favert,4:0,1:0
Fernandez Marcelo,Schaible Rene,4:1,1:0
Cillis Javier,Fernandez Marcelo,3:4,1:2
Monteiro Thiago,Galvano Nicolas,4:0,1:0
Moya Manuel,Cifuentes Horacio,1:4,0:2
Alto Gaston,Fernandez Marcelo,4:1,2:0
Fuquene Mario,Olivares Felipe,0:4,0:1
Mino Alberto,Roman Sebastian,4:0,1:0
Daher Juan,Lamadrid Juan,1:4,1:1
Gilabert Rodrigo,Guedes Di Braz Heverton,4:0,1:0
Sanchi Francisco,Soderlund Hampus,2:4,0:2
Monteiro Thiago,Cifuentes Horacio,4:1,2:0
Alto Gaston,Olivares Felipe,4:1,5:3
Mino Alberto,Lamadrid Juan,4:2,6:0
Gilabert Rodrigo,Soderlund Hampus,0:4,0:1
Monteiro Thiago,Alto Gaston,4:1,10:1
Mino Alberto,Soderlund Hampus,0:4,0:1
Monteiro Thiago,Soderlund Hampus,4:2,1:0
Galvano Nicolas,Olave Alfonso,4:0,4:4
Schaible Rene,Roman Sebastian,1:4,0:1
Bernales Mauricio,Guedes Di Braz Heverton,1:4,0:1
Fuquene Mario,Gomez Gustavo,4:1,1:0
Alassani Soudes,Ingil Miguel,0:4,0:1
Sam Bernard,Djamal Ahmed,4:0,1:0
Mabote Bonolo,Barnabas Charles,4:0,1:0
Green Wayne Marlon,Nativel Jonathan,0:4,0:1
Wang Jianan,Mohed Osama,4:1,1:0
Abdoulkader Mohamed,Bouriah Larbi,0:4,0:1
Salah Mohamed,Sow Hamidou,0:4,0:1
Ali Khan Kazia,Bienatiki Christ,0:4,0:1
Matlhatsi Thobo,Hu Bin,0:4,0:1
Crea Mick,Sebastiao Hermenegildo,0:4,0:1
Farah Abdourazack,Frezer Meshesha,4:2,1:0
Larifi Hisham,Arnachellum Allan,1:4,0:1
Andre Elizandro,Zombo Junior,4:0,1:0
Assar Omar,Ingil Miguel,4:0,1:0
Nadir Mohamed,Stanley Reinhardt,4:1,1:0
Kassa Gedeon,Abiodun Bode,0:4,0:2
Algallal Abdelgader,Boudjadja Mohamed Sofiene,0:4,0:1
Ajetunmobi Seun,Wandera Josiah,4:0,1:0
Koroma Joseph,Antonio Alessio,0:4,0:1
El-Arbi Mohamed Musbah,Gueye Mohamed,0:4,0:1
Sam Bernard,Idowu Saheed,2:4,0:2
Toriola Segun,Mabote Bonolo,4:0,1:0
Muturi Peter,Nyaika Ronald,1:4,0:1
Lartey Felix,Ntumba Ngeleka Christian,4:1,1:0
Nativel Jonathan,Agbetoglo Mawussi,4:1,1:3
Hmam Adam,Wang Jianan,1:4,0:1
Faris Aden,Pontoise Jason,4:2,1:0
Abushuwashi Adir,Kai-Tongi Prince,4:1,1:0
Bouriah Larbi,El-Beiali Mohamed,2:4,0:2
Lashin El-Sayed,Sow Hamidou,4:0,2:0
Kamara Ibrahim,Bizaku Jonathan,2:4,0:1
Bienatiki Christ,Onaolapo Ojo,1:4,0:3
Abrefa Derek,Hu Bin,0:4,0:2
Tait Fabian,Fanny Kokou Dodji,0:4,0:1
Al-Shawesh Wasim,Kherouf Sami,0:4,0:2
Sebastiao Hermenegildo,Assar Khalid,0:4,0:1
Saleh Ahmed,Farah Abdourazack,4:0,2:0
Lukatikisu Beni,Commey Emmanuel,1:4,0:1
Daim Fahad,Fleidl Heiko,4:0,1:0
Arnachellum Allan,Saka Suraju,0:4,0:1
Khourta Idir,James Isaac,4:0,1:0
Abdelrahman Farah,Ringui Anthony,0:4,0:1
Mamia Thameur,Amedee Amatey,4:0,1:0
Andre Elizandro,Aruna Quadri,0:4,0:1
Assar Omar,Nadir Mohamed,4:0,1:0
Abiodun Bode,Boudjadja Mohamed Sofiene,4:0,2:0
Ajetunmobi Seun,Antonio Alessio,4:0,1:0
Gueye Mohamed,Idowu Saheed,0:4,0:1
Toriola Segun,Nyaika Ronald,4:0,1:0
Lartey Felix,Nativel Jonathan,0:4,0:2
Wang Jianan,Faris Aden,4:0,1:0
Abushuwashi Adir,El-Beiali Mohamed,0:4,0:1
Bizaku Jonathan,Onaolapo Ojo,0:4,0:1
Hu Bin,Fanny Kokou Dodji,4:0,1:0
Kherouf Sami,Assar Khalid,2:4,0:3
Saleh Ahmed,Commey Emmanuel,4:0,1:0
Daim Fahad,Saka Suraju,0:4,0:1
Khourta Idir,Ringui Anthony,4:0,1:0
Mamia Thameur,Aruna Quadri,0:4,0:3
Abiodun Bode,Ajetunmobi Seun,3:4,0:1
Nativel Jonathan,El-Beiali Mohamed,2:4,0:1
Saka Suraju,Khourta Idir,4:1,6:0
Ajetunmobi Seun,El-Beiali Mohamed,2:4,0:2
Idowu Saheed,Toriola Segun,0:4,2:6
Onaolapo Ojo,Saleh Ahmed,2:4,0:1
Toriola Segun,Saleh Ahmed,4:3,1:1
Abiodun Bode,Nativel Jonathan,4:1,1:0
Idowu Saheed,Onaolapo Ojo,4:1,1:1
Wang Jianan,Assar Khalid,4:3,2:0
Assar Omar,Abiodun Bode,4:1,2:0
Ajetunmobi Seun,Idowu Saheed,3:4,0:2
Toriola Segun,Nativel Jonathan,4:1,2:0
Wang Jianan,El-Beiali Mohamed,4:2,1:0
Lashin El-Sayed,Onaolapo Ojo,0:4,4:1
Hu Bin,Assar Khalid,1:4,0:1
Saleh Ahmed,Saka Suraju,4:3,5:0
Khourta Idir,Aruna Quadri,1:4,0:3
Assar Omar,Idowu Saheed,4:0,5:0
Toriola Segun,Wang Jianan,1:4,0:1
Onaolapo Ojo,Assar Khalid,1:4,3:3
Saleh Ahmed,Aruna Quadri,1:4,7:8
Assar Omar,Wang Jianan,4:3,2:0
Assar Khalid,Aruna Quadri,0:4,0:4
Assar Omar,Aruna Quadri,4:1,11:7
Mino Alberto,Li Julio,3:0,2:0
Cillis Javier,Velasquez Fernando (1994),3:0,1:0
Mino Alberto,Cillis Javier,3:0,1:0
Li Julio,Velasquez Fernando (1994),3:0,1:0
Mino Alberto,Velasquez Fernando (1994),3:0,1:0
Cillis Javier,Li Julio,3:1,1:0
Alto Gaston,Tapia Rodrigo,3:0,4:0
Blas Bryan,Sayto Ryo,3:0,1:0
Alto Gaston,Blas Bryan,3:0,3:0
Tapia Rodrigo,Sayto Ryo,3:0,1:0
Alto Gaston,Sayto Ryo,3:0,1:0
Blas Bryan,Tapia Rodrigo,2:3,1:1
Tabachnik Pablo,Luperdi Juan,3:1,2:0
Coello Geovanny,Osinaga Santiago,3:0,1:0
Tabachnik Pablo,Coello Geovanny,3:2,1:0
Luperdi Juan,Osinaga Santiago,3:0,1:0
Tabachnik Pablo,Osinaga Santiago,3:0,1:0
Coello Geovanny,Luperdi Juan,3:1,1:0
Jouti Eric,Lorenzotti Gonzalo,3:1,1:0
Daher Juan,Lizarazu Eduardo,3:1,1:0
Jouti Eric,Daher Juan,3:0,7:2
Lorenzotti Gonzalo,Lizarazu Eduardo,3:0,2:0
Jouti Eric,Lizarazu Eduardo,3:0,2:0
Daher Juan,Lorenzotti Gonzalo,3:0,1:0
Olivares Felipe,Galvano Nicolas,2:3,0:1
Rodriguez Diego,Barreto Israel,3:2,1:0
Olivares Felipe,Rodriguez Diego,2:3,5:1
Galvano Nicolas,Barreto Israel,1:3,0:1
Olivares Felipe,Barreto Israel,3:2,2:0
Rodriguez Diego,Galvano Nicolas,3:0,4:2
Gilabert Rodrigo,Riofrio Emiliano,3:0,1:0
Moya Manuel,Moleda Bruno,3:0,1:0
Gilabert Rodrigo,Moya Manuel,3:0,2:2
Riofrio Emiliano,Moleda Bruno,3:2,2:0
Gilabert Rodrigo,Moleda Bruno,3:0,1:0
Moya Manuel,Riofrio Emiliano,3:2,1:0
Cifuentes Horacio,Weitzner Mateo,3:1,1:0
Gomez Gustavo,Narita Henrique,3:2,2:0
Cifuentes Horacio,Gomez Gustavo,1:3,3:2
Weitzner Mateo,Narita Henrique,0:3,0:1
Cifuentes Horacio,Narita Henrique,3:0,1:0
Gomez Gustavo,Weitzner Mateo,3:0,2:0
Kohatsu Massao,Bayona Lucas,2:3,3:2
Lamadrid Juan,Pelaez Fabio,3:0,2:0
Kohatsu Massao,Lamadrid Juan,3:1,9:7
Bayona Lucas,Pelaez Fabio,3:0,1:0
Kohatsu Massao,Pelaez Fabio,3:0,1:0
Lamadrid Juan,Bayona Lucas,3:2,1:3
Mino Alberto,Cifuentes Horacio,4:1,5:2
Barreto Israel,Gilabert Rodrigo,1:4,0:2
Kohatsu Massao,Daher Juan,4:0,4:1
Tapia Rodrigo,Tabachnik Pablo,1:4,0:1
Jouti Eric,Bayona Lucas,4:0,4:0
Cillis Javier,Gomez Gustavo,2:4,0:1
Rodriguez Diego,Coello Geovanny,4:0,2:1
Moya Manuel,Alto Gaston,1:4,0:5
Mino Alberto,Gilabert Rodrigo,4:1,2:1
Kohatsu Massao,Tabachnik Pablo,4:2,1:0
Jouti Eric,Gomez Gustavo,4:1,14:1
Rodriguez Diego,Alto Gaston,1:4,1:1
Mino Alberto,Kohatsu Massao,4:0,2:0
Jouti Eric,Alto Gaston,4:1,5:1
Mino Alberto,Jouti Eric,4:2,3:2
Kim Minseok,Merchez Cedric,4:3,1:0
Brodd Viktor,Nielsen Claus,3:4,1:1
Noroozi Afshin,Klein Dennis,4:2,1:0
Tran Anthony,Saive Jean-Michel,4:1,1:0
Nuytinck Cedric,Lindholm Eskil,4:0,1:0
Qiu Dang,Lambiet Florent,4:1,3:0
Alamian Nima,Karube Ryusuke,4:2,1:0
Merckx Jasper,Li Ahmet,0:4,0:1
Alamiyan Noshad,Vitta Kilomo,4:0,1:0
Grover Sudhanshu,Pysar Dmytro,3:4,0:1
Szudi Adam,Engemann Gerrit,4:2,1:0
Gadiev Vildan,Gnanasekaran Sathiyan,4:3,1:0
Falck Mattias,Majoros Bence,3:4,1:2
Chernov Konstantin,Jean Lauric,3:4,0:1
Akerstrom Fabian,Xia Cheng,4:1,1:0
Maes Yannick,Matsudaira Kenji,1:4,0:1
Cho Eonrae,Anthony Amalraj,4:3,2:0
Menge Gencay,Oversjo Mattias,1:4,0:1
An Jaehyun,Simon Mathan,4:1,1:0
Devos Laurens,Zhai Yujia,0:4,0:1
Bouloussa Mehdi,Schmid Elia,4:0,2:1
Fucec Luka,Ecseki Nandor,4:2,3:0
Nordberg Hampus,Tromer Laurens,4:1,1:0
Pieraert Valentin,Oikawa Mizuki,0:4,0:1
Sambe Kohei,Janssens Tim,4:2,1:0
Landrieu Andrea,Allegro Martin,4:1,3:0
Andersson Harald,Kim Daewoo,4:2,1:0
Mikutis Tomas,Ranefur Elias,2:4,0:1
Jin Takuya,Swartenbrouckx Gaetan,4:2,2:0
Weber Lionel,Arvidsson Simon,1:4,0:2
Szocs Hunor,Oostwouder Ewout,4:0,2:0
Moavro Sebastian,Kim Donghyun,1:4,0:1
Kim Minseok,Nielsen Claus,3:4,0:1
Noroozi Afshin,Tran Anthony,2:4,0:1
Nuytinck Cedric,Qiu Dang,4:3,1:0
Alamian Nima,Li Ahmet,4:2,1:0
Alamiyan Noshad,Pysar Dmytro,2:4,0:1
Szudi Adam,Gadiev Vildan,4:3,1:1
Majoros Bence,Jean Lauric,4:1,1:0
Akerstrom Fabian,Matsudaira Kenji,2:4,0:2
Cho Eonrae,Oversjo Mattias,3:4,0:1
An Jaehyun,Zhai Yujia,1:4,0:2
Bouloussa Mehdi,Fucec Luka,4:2,1:1
Nordberg Hampus,Oikawa Mizuki,4:1,1:0
Sambe Kohei,Landrieu Andrea,4:3,1:1
Andersson Harald,Ranefur Elias,4:3,1:0
Jin Takuya,Arvidsson Simon,2:4,0:1
Szocs Hunor,Kim Donghyun,4:2,1:0
Nielsen Claus,Tran Anthony,0:4,1:3
Nuytinck Cedric,Alamian Nima,0:4,3:1
Pysar Dmytro,Szudi Adam,1:4,0:1
Majoros Bence,Matsudaira Kenji,1:4,0:1
Oversjo Mattias,Zhai Yujia,1:4,0:1
Bouloussa Mehdi,Nordberg Hampus,3:4,1:1
Sambe Kohei,Andersson Harald,2:4,1:1
Arvidsson Simon,Szocs Hunor,0:4,0:1
Tran Anthony,Alamian Nima,2:4,0:1
Szudi Adam,Matsudaira Kenji,4:0,1:0
Zhai Yujia,Nordberg Hampus,2:4,0:1
Andersson Harald,Szocs Hunor,2:4,0:1
Alamian Nima,Szudi Adam,4:1,2:1
Nordberg Hampus,Szocs Hunor,1:4,0:2
Alamian Nima,Szocs Hunor,4:2,1:0
Pieraert Valentin,Boro Birdie,4:2,1:0
Moavro Sebastian,Janssens Tim,0:4,0:1
Merckx Jasper,Shah Nishaad,4:2,1:0
Glod Eric,Maes Yannick,2:4,0:1
Cnudde Florian,Anthony Amalraj,2:4,0:1
Skucas Matas,Vitta Kilomo,1:4,0:1
Zholudev Denis,Tran Anthony,1:4,0:1
Majoros Bence,Merchez Cedric,4:1,1:0
Pieraert Valentin,Milovanov Andrey,4:3,1:0
Klein Dennis,Milovanov Andrey,4:1,1:0
Klein Dennis,Pieraert Valentin,4:1,3:0
Moavro Sebastian,O'connell Daniel,4:2,1:0
Chernov Konstantin,O'connell Daniel,4:0,1:0
Chernov Konstantin,Moavro Sebastian,4:0,1:0
Mladenovic Luka,Merckx Jasper,1:4,0:1
Qiu Dang,Merckx Jasper,4:0,2:0
Qiu Dang,Mladenovic Luka,4:3,1:0
Glod Eric,Vende Gael,4:1,1:0
Menge Gencay,Vende Gael,4:1,1:0
Menge Gencay,Glod Eric,4:2,2:0
Cnudde Florian,Waerstad Marcus,4:0,1:0
Landrieu Andrea,Cnudde Florian,4:0,1:0
Gadiev Vildan,Devos Laurens,4:0,2:0
Skucas Matas,Ayaou Basil,4:0,1:0
Fucec Luka,Ayaou Basil,4:0,1:0
Fucec Luka,Skucas Matas,4:2,1:0
Zholudev Denis,Hsu Nathan,4:1,1:0
Weber Lionel,Hsu Nathan,4:1,1:0
Weber Lionel,Zholudev Denis,4:1,1:0
Simon Mathan,Massaro Enrique,4:0,1:0
Majoros Bence,Massaro Enrique,4:0,2:0
Majoros Bence,Simon Mathan,3:4,2:1
Lindholm Eskil,Zhamal Bekulan,4:1,1:0
Oostwouder Ewout,Meng Zhen,4:2,1:0
Oostwouder Ewout,Zhamal Bekulan,4:0,1:0
Lindholm Eskil,Meng Zhen,4:3,1:0
Oostwouder Ewout,Lindholm Eskil,4:0,1:0
Hazin Jeremy, Piper Myron,4:0,1:0
Liu Victor, Ray Alden,4:0,1:0
 Durham Jaymo,Guo Moxi,0:4,0:1
Hazin Jeremy,Avvari Krishnateja,4:0,2:2
Wang Jack,Moran Alexander,4:0,1:0
Liu Victor,Butler Jimmy,3:4,0:2
Jha Kanak,Guo Moxi,4:1,8:0
Alguetti Sharon,Zhang Yahao,4:3,1:0
Ilijevski Filip,Ho Bryan,4:0,1:0
Medjugorac Marko,Theriault Pierre-Luc,1:4,0:2
Wang Timothy,Hazin Jeremy,4:1,1:0
Wang Jack,Butler Jimmy,4:3,1:0
Jha Kanak,Alguetti Sharon,4:0,5:1
Ilijevski Filip,Theriault Pierre-Luc,2:4,0:2
Wang Timothy,Wang Jack,4:0,1:0
Jha Kanak,Theriault Pierre-Luc,2:4,2:2
Wang Timothy,Theriault Pierre-Luc,4:1,8:6
Gauzy Paul,Gadiev Vildan,2:4,0:1
Shiono Masato,Gadiev Vildan,4:1,1:0
Shiono Masato,Gauzy Paul,4:1,1:0
Chernov Konstantin,Levenko Andreas,3:4,3:5
Gorak Daniel,Levenko Andreas,4:1,1:0
Gorak Daniel,Chernov Konstantin,4:0,1:0
Novota Samuel,Jouti Eric,1:4,0:1
Vlasov Grigory,Jouti Eric,4:0,1:0
Vlasov Grigory,Novota Samuel,4:1,1:0
Ecseki Nandor,Polansky Tomas,4:3,1:3
Skachkov Kirill,Polansky Tomas,4:2,2:1
Skachkov Kirill,Ecseki Nandor,4:1,1:0
Jorgic Darko,Ismailov Sadi,2:4,0:1
Pattantyus Adam,Ismailov Sadi,4:3,1:0
Pattantyus Adam,Jorgic Darko,4:1,1:0
Manhani Humberto,Szita Marton,0:4,0:1
Karlsson Kristian,Szita Marton,4:0,1:0
Karlsson Kristian,Manhani Humberto,4:0,1:0
Gusev Arseniy,Kim Daewoo,0:4,0:1
Tokic Bojan,Kim Daewoo,4:0,1:0
Tokic Bojan,Gusev Arseniy,4:1,1:0
Nielsen Claus,Valuch Alexander,4:3,1:1
Wang Zengyi,Valuch Alexander,4:0,1:0
Wang Zengyi,Nielsen Claus,4:3,1:0
Ishiy Vitor,Pfeffer Simon,1:4,0:2
Bobocica Mihai,Pfeffer Simon,4:2,1:0
Bobocica Mihai,Ishiy Vitor,4:3,2:0
Olivares Felipe,Leitgeb Stefan,4:2,1:0
Liventsov Alexey,Leitgeb Stefan,4:1,1:0
Liventsov Alexey,Olivares Felipe,4:1,1:0
Golovanov Stanislav,Baciocchi Alessandro,4:1,1:0
Wang Yang,Baciocchi Alessandro,4:0,1:0
Wang Yang,Golovanov Stanislav,4:0,3:0
Sun Chia-Hung,Kriston Daniel,4:2,1:0
Persson Jon,Kriston Daniel,3:4,0:1
Persson Jon,Sun Chia-Hung,3:4,1:1
Petrukhin Evgeny,Uribe Salvador,2:4,0:1
Li Hu,Uribe Salvador,4:0,1:0
Li Hu,Petrukhin Evgeny,4:1,1:0
Reitspies David,Krastev Petyo,4:1,1:0
Geraldo Joao,Krastev Petyo,4:1,1:0
Geraldo Joao,Reitspies David,4:0,4:0
Zibrat Jan,Chen Alexander,4:0,1:0
Lundqvist Jens,Chen Alexander,4:0,2:0
Lundqvist Jens,Zibrat Jan,4:1,1:0
Zatowka Patryk,Serdaroglu David,4:0,1:0
Matsudaira Kenji,Serdaroglu David,4:0,1:0
Matsudaira Kenji,Zatowka Patryk,4:1,1:0
An Jaehyun,Kelbuganov Timur,4:0,1:0
Huang Sheng-Sheng,Kelbuganov Timur,4:2,1:0
Huang Sheng-Sheng,An Jaehyun,2:4,0:1
Pucar Tomislav,Shaposhnikov Stepan,4:0,1:1
Dyjas Jakub,Shaposhnikov Stepan,4:0,2:2
Dyjas Jakub,Pucar Tomislav,4:1,3:4
Habesohn Dominik,Sfiligoj Tom,4:3,1:0
Walther Ricardo,Sfiligoj Tom,4:0,1:0
Walther Ricardo,Habesohn Dominik,4:1,1:0
Sambe Kohei,Kucera Stanislav,4:0,2:1
Yang Tzu-Yi,Vorobev Kirill,4:2,1:0
Konecny Tomas,Vorobev Kirill,4:1,1:0
Konecny Tomas,Yang Tzu-Yi,4:3,1:0
Rech Daldosso Marco,Kaluzny Samuel,4:3,1:0
Li Ahmet,Kaluzny Samuel,4:0,1:0
Li Ahmet,Rech Daldosso Marco,4:0,1:0
Kojic Frane,Kodjabashev Denislav,4:2,2:0
Stoyanov Niagol,Kodjabashev Denislav,4:2,1:0
Stoyanov Niagol,Kojic Frane,3:4,0:1
Mutti Leonardo,Zholudev Denis,4:0,1:0
Chiang Hung-Chieh,Zholudev Denis,4:1,1:0
Chiang Hung-Chieh,Mutti Leonardo,4:1,2:0
Robinot Alexandre,Grininger Thomas,4:0,1:0
Alamiyan Noshad,Grininger Thomas,4:0,1:0
